"ligand","receptor","file"
"RAET1E","RAET1E","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAET1G","TNFRSF4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAET1G","TNFSF4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAET1G","ULBP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP1","CALCA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP1","CALCR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP1","CALCRL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP1","CRCP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP1","RAMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP1","RAMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP1","VIPR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","ADM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","CALCA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","CALCRL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","CRCP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","GPR182","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","RAMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","RAMP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP2","VIPR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP3","ADM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP3","CALCR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP3","CALCRL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP3","GPR182","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP3","RAMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP3","RAMP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RAMP3","VIPR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","ERBB4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","FAS","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","FN1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","NR1H2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","NR1H3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","NR2E3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","NR3C1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","PKD1L3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","RARA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","RARG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","RUNX1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","RXRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","RXRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","RXRG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","SCARA5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","THRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","THRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","TNFRSF10B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","TNFRSF10C","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARA","VDR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARB","RXRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARB","RXRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARB","RXRG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARB","THRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARB","THRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARB","VDR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","IL24","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","LSR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","NR0B2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","NR2F6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","RXRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","RXRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","RXRG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","TFF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","THRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","THRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","TRAF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","TRPV1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RARG","VDR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RBP3","NOTCH1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RBP4","ALB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RBP4","STRA6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RBP4","TTR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RDH8","RBP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RDH8","RBP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REG1A","APP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REG1A","REG1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REG1A","REG3A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REG1B","CRELD2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REG1B","REG1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REG3A","FN1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RELN","ITGA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RELN","ITGB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RELN","LRP8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RELN","RELN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RELN","VLDLR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RELT","TGFBR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REN","ACE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REN","AGT","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REN","ATP6AP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REN","CTSB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REN","PCSK1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"REN","REN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","AIP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","CDH1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","GFRA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","GFRA4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","MMP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","NRTN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","PSPN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","RET","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RET","SORT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RETN","RETN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RFNG","NOTCH1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RFNG","NOTCH2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RFNG","NOTCH3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RFNG","NOTCH4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RHO","ADRBK1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RHO","RHO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RLN1","RXFP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RLN2","RXFP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RLN2","RXFP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RLN3","RXFP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RLN3","RXFP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RLN3","RXFP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASE1","RNASE1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASE11","APP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASE13","CLU","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASE13","COL14A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASE13","LRP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASE13","MUCL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASE4","RNASE4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASET2","SLC9A3R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNASET2","TRAF2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNLS","GPX3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNLS","GPX5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNLS","GPX6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNLS","GPX7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNLS","LPO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNLS","PXDN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNLS","PXDNL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RNPEP","THRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","CDH2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","DCC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","NTN1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","NTN3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","NTN4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","NTNG1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","NTNG2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","ROBO1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","ROBO2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","ROBO4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","SLIT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","SLIT2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO1","SLIT3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","ERBB2IP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","IL4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","LECT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","MFGE8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","NAV2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","NR1H2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","NR4A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","NRXN3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","ROBO1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","ROBO2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","SLIT2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","SLIT3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO2","XYLT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","ANXA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","FLT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","PPARG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","ROBO1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","ROBO4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","RXRA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","S100A9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","SCARB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","SLIT2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROBO4","THRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR1","APP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR1","EGFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR1","ERBB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR1","NGF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR1","TNFRSF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR1","WNT3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR1","WNT5A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","FZD2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","HSP90AA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","ROR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT3A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT5A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT5B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROR2","WNT7A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","ABCA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","ADCYAP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","AMY2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","ANGPT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","AOC2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","ATP6AP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","C1QTNF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","C1QTNF4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CACNA1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CALCA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CHRDL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CMTM6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CNTF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CNTFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CNTN2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","COLQ","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CUTA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","CX3CL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","EFNA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","EGFLAM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","EPHA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","EPHA7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","ESRRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","EXTL2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","FGF9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","GPR161","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","GRIK3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","GRM1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","GUCY2F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","IL17F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","IL17RE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","IL22","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","IL23R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","IL7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","ITGAX","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","LCN2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","LPAR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","LRRN2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","MMP14","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NEO1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NME1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NOG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NR0B1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NR1D1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NR2F2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NRP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NTF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","NTM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","OPN1SW","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","PLA2G5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","PVRL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","RORA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","RYR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","SEMA3A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","SEMA3F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","SHH","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","SORCS1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","SPOCK2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","TAOK2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","TMEM52B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","TMPRSS3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","TSPEAR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORA","VNN3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORB","NPPA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RORB","RORC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ROS1","LPHN1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","A2M","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","ALB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","ALDOA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","ANXA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","ANXA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","ATP1B3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","BSG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","C12orf10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","C1QBP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","C3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","CALR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","CD4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","CSF2RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","GPC4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","HNRNPM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","HSD17B12","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","HSP90AA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","HSP90B1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","IL7R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","KRT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","LAMA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","M6PR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","MAMDC2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","MIF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","PCYOX1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","PKM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","PRDX4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","RPSAP58","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","S100A8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","S1PR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","SDF4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","SERPINA12","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","SLC1A5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","STOML2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","SV2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","TFRC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","TMED1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","VCAM1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RPSA","VCP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RRH","TGFBR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RS1","RS1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","C1QBP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","DKK1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","LACRT","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","LGR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","LRP1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","LRP6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","SORL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","WNT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO1","ZNRF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO2","LGR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO2","WNT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO2","ZNRF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO3","LGR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO3","WNT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO3","ZNRF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO4","LGR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RSPO4","ZNRF3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4R","LINGO1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4R","MAG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4R","NGFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4R","OMG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4R","TNFRSF19","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4RL2","ALPP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4RL2","FOLR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4RL2","GPRC5A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4RL2","LGALS1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4RL2","LGALS3BP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RTN4RL2","PKM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","ACVR2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","ADAMTS4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","ADAMTS8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","ADIPOR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","ANXA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","APLNR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","APOA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","APOBR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","ATP1B1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","ATP1B3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"RUNX1","BGLAP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
