ligand	receptor	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url	ligand_original	receptor_original	ligand_category	receptor_category
TNF	PPARG	1	0	1	1	0	1	NA	P01375	P37231	ligand	receptor
IL12A	PPARG	1	0	0	0	0	0	NA	P29459	P37231	ligand	receptor
TG	RYR2	1	0	0	0	0	0	NA	P01266	Q92736	ligand	receptor
FGF7	PGR	1	0	0	0	0	0	NA	P21781	P06401	ligand	receptor
EGF	PGR	1	0	0	0	0	0	NA	P01133	P06401	ligand	receptor
TNF	SPHK1	1	1	0	1	1	0	NA	P01375	Q9NYA1	ligand	receptor
WNT8A	LRP6	1	0	0	0	0	0	NA	Q9H1J5	O75581	ligand	receptor
FYN	SIGLEC10	1	1	0	1	1	0	NA	P06241	Q96LC7	ligand	receptor
KITLG	CXCR4	1	0	0	0	0	0	NA	P21583	P61073	ligand	receptor
KIT	CXCR4	1	0	0	0	0	0	NA	P10721	P61073	ligand	receptor
NPFF	OPRM1	1	0	0	0	0	0	NA	O15130	P35372	ligand	receptor
FYN	EGFR	1	1	0	1	1	0	NA	P06241	P00533	ligand	receptor
IL25	EGFR	1	0	0	0	0	0	NA	Q9H293	P00533	ligand	receptor
THBS1	EGFR	1	1	0	1	1	0	NA	P07996	P00533	ligand	receptor
TNF	EGFR	1	0	0	0	0	0	NA	P01375	P00533	ligand	receptor
GH1	EGFR	1	0	0	0	0	0	NA	P01241	P00533	ligand	receptor
IL33	EGFR	1	0	0	0	0	0	NA	O95760	P00533	ligand	receptor
AGT	EGFR	1	0	0	0	0	0	NA	P01019	P00533	ligand	receptor
POSTN	EGFR	1	0	0	0	0	0	NA	Q15063	P00533	ligand	receptor
EDN1	EGFR	1	1	0	1	1	0	NA	P05305	P00533	ligand	receptor
NTS	EGFR	1	1	0	1	1	0	NA	P30990	P00533	ligand	receptor
LEP	EGFR	1	0	0	0	0	0	NA	P41159	P00533	ligand	receptor
LPA	EGFR	1	0	0	0	0	0	NA	P08519	P00533	ligand	receptor
GDF15	EGFR	1	0	0	0	0	0	NA	Q99988	P00533	ligand	receptor
IL1B	IL12RB2	1	1	0	1	1	0	NA	P01584	Q99665	ligand	receptor
EGF	AR	1	0	0	0	0	0	NA	P01133	P10275	ligand	receptor
LPA	NTRK1	1	0	0	0	0	0	NA	P08519	P04629	ligand	receptor
PTHLH	KDR	1	0	0	0	0	0	NA	P12272	P35968	ligand	receptor
NRG1	AR	1	0	0	0	0	0	NA	Q02297	P10275	ligand	receptor
GAS6	AR	1	0	0	0	0	0	NA	Q14393	P10275	ligand	receptor
IL6	AR	1	0	0	0	0	0	NA	P05231	P10275	ligand	receptor
EPHA3	AR	1	0	0	0	0	0	NA	P29320	P10275	ligand	receptor
FYN	CD28	1	0	0	0	0	0	NA	P06241	P10747	ligand	receptor
FYN	FCER1G	1	1	0	1	1	0	NA	P06241	P30273	ligand	receptor
RAC1	CDH5	1	0	0	0	0	0	NA	P63000	P33151	ligand	receptor
CXCL8	CDH5	1	0	0	0	0	0	NA	P10145	P33151	ligand	receptor
FYN	ERBB2	1	0	0	0	0	0	NA	P06241	P04626	ligand	receptor
TNF	ERBB2	1	0	0	0	0	0	NA	P01375	P04626	ligand	receptor
FYN	CD3G	1	0	0	0	0	0	NA	P06241	P09693	ligand	receptor
LEP	ERBB2	1	0	0	0	0	0	NA	P41159	P04626	ligand	receptor
EPO	ERBB2	1	0	0	0	0	0	NA	P01588	P04626	ligand	receptor
NLGN1	GRIN1	1	0	0	0	0	0	NA	Q8N2Q7	Q05586	ligand	receptor
TP53	IGF1R	1	0	1	1	0	1	NA	P04637	P08069	ligand	receptor
EGF	ANXA1	1	1	0	1	1	0	NA	P01133	P04083	ligand	receptor
EGF	BSG	1	0	0	0	0	0	NA	P01133	P35613	ligand	receptor
EGF	IL6ST	1	0	0	0	0	0	NA	P01133	P40189	ligand	receptor
EGF	ITGA7	1	0	0	0	0	0	NA	P01133	Q13683	ligand	receptor
EGF	TAS2R19	1	0	0	0	0	0	NA	P01133	P59542	ligand	receptor
EGF	DGCR2	1	0	0	0	0	0	NA	P01133	P98153	ligand	receptor
EGF	HSP90AB1	1	0	0	0	0	0	NA	P01133	P08238	ligand	receptor
EGF	IGF2R	1	0	0	0	0	0	NA	P01133	P11717	ligand	receptor
EGF	ITGB4	1	1	0	1	1	0	NA	P01133	P16144	ligand	receptor
TNF	INSR	1	0	1	1	0	1	NA	P01375	P06213	ligand	receptor
IL18	APP	1	0	0	0	0	0	NA	Q14116	P05067	ligand	receptor
IGF1	APP	1	0	0	0	0	0	NA	P05019	P05067	ligand	receptor
C1QL1	GRIA1	1	0	0	0	0	0	NA	O75973	P42261	ligand	receptor
NTS	GRIA1	1	0	0	0	0	0	NA	P30990	P42261	ligand	receptor
GCG	GRIA1	1	0	0	0	0	0	NA	P01275	P42261	ligand	receptor
BDNF	GRIA1	1	0	0	0	0	0	NA	P23560	P42261	ligand	receptor
ANXA1	GRIN2A	1	0	0	0	0	0	NA	P04083	Q12879	ligand	receptor
BDNF	GRIN2B	1	0	0	0	0	0	NA	P23560	Q13224	ligand	receptor
IL1B	GRIN2B	1	0	0	0	0	0	NA	P01584	Q13224	ligand	receptor
EFNB2	GRIN2B	1	0	0	0	0	0	NA	P52799	Q13224	ligand	receptor
ANXA1	ERBB4	1	0	0	0	0	0	NA	P04083	Q15303	ligand	receptor
TG	RIPK1	1	0	0	0	0	0	NA	P01266	Q13546	ligand	receptor
LPA	IFNAR1	1	0	0	0	0	0	NA	P08519	P17181	ligand	receptor
TNF	TRPV1	1	0	0	0	0	0	NA	P01375	Q8NER1	ligand	receptor
NTS	PKD1	1	0	0	0	0	0	NA	P30990	P98161	ligand	receptor
INS	ANXA2	1	0	0	0	0	0	NA	P01308	P07355	ligand	receptor
KDR	FLT1	1	1	0	0	0	0	NA	P35968	P17948	ligand	receptor
EGF	OPRM1	1	0	0	0	0	0	NA	P01133	P35372	ligand	receptor
ANXA1	LMTK2	1	0	0	0	0	0	NA	P04083	Q8IWU2	ligand	receptor
LEP	PDIA3	1	0	0	0	0	0	NA	P41159	P30101	ligand	receptor
FYN	DCC	1	0	0	0	0	0	NA	P06241	P43146	ligand	receptor
INS	MYLK	1	0	0	0	0	0	NA	P01308	Q15746	ligand	receptor
TNFSF14	OPN4	1	0	0	0	0	0	NA	O43557	Q9UHM6	ligand	receptor
IFNG	GRIA1	1	0	0	0	0	0	NA	P01579	P42261	ligand	receptor
CXCL12	ESR2	1	0	0	0	0	0	NA	P48061	Q92731	ligand	receptor
FYN	F2R	1	0	0	0	0	0	NA	P06241	P25116	ligand	receptor
IL1B	NR2C2	1	0	0	0	0	0	NA	P01584	P49116	ligand	receptor
FYN	GRM1	1	0	0	0	0	0	NA	P06241	Q13255	ligand	receptor
FYN	AATK	1	0	0	0	0	0	NA	P06241	Q6ZMQ8	ligand	receptor
FYN	EPHB2	1	1	0	1	1	0	NA	P06241	P29323	ligand	receptor
FYN	ERBB3	1	0	0	0	0	0	NA	P06241	P21860	ligand	receptor
FYN	IGF1R	1	0	0	0	0	0	NA	P06241	P08069	ligand	receptor
FYN	KIT	1	1	0	1	1	0	NA	P06241	P10721	ligand	receptor
FYN	MST1R	1	0	0	0	0	0	NA	P06241	Q04912	ligand	receptor
FYN	PLD2	1	1	0	1	1	0	NA	P06241	O14939	ligand	receptor
FYN	SDC3	1	0	0	0	0	0	NA	P06241	O75056	ligand	receptor
KIT	FLT3	1	0	0	0	0	0	NA	P10721	P36888	ligand	receptor
KIT	PDGFRB	1	0	0	0	0	0	NA	P10721	P09619	ligand	receptor
FLT4	KDR	1	0	0	0	0	0	NA	P35916	P35968	ligand	receptor
KDR	FLT4	1	0	0	0	0	0	NA	P35968	P35916	ligand	receptor
FYN	CD36	1	0	0	0	0	0	NA	P06241	P16671	ligand	receptor
TP53	HMGB1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40072	P04637	P09429	ligand	receptor
PTPN11	GHR	1	0	1	1	0	1	NA	Q06124	P10912	ligand	receptor
FYN	FASLG	1	0	0	0	0	0	NA	P06241	P48023	ligand	receptor
TP53	NR3C1	1	0	1	1	0	1	NA	P04637	P04150	ligand	receptor
RSPO1	RNF43	1	0	1	1	0	1	NA	Q2MKA7	Q68DV7	ligand	receptor
KDR	CDH5	1	0	0	0	0	0	NA	P35968	P33151	ligand	receptor
KIT	EPOR	1	0	0	0	0	0	NA	P10721	P19235	ligand	receptor
KIT	PTPRU	1	0	0	0	0	0	NA	P10721	Q92729	ligand	receptor
KIT	CSF2RB	1	0	0	0	0	0	NA	P10721	P32927	ligand	receptor
APOE	APP	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1302	P02649	P05067	ligand	receptor
PGF	VEGFA	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9909	P49763	P15692	ligand	receptor
CCL16	CXCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10353	O15467	P32302	ligand	receptor
CCL1	CCR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10356	P22362	P32246	ligand	receptor
CCL3	CXCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10355	P10147	P32302	ligand	receptor
CCL5	CXCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10581	P13501	P32302	ligand	receptor
CCL4	CXCR5	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10580	P13236	P32302	ligand	receptor
PTPN6	IL4R	1	0	1	1	0	1	NA	P29350	P24394	ligand	receptor
CD8A	LAT	1	1	0	1	1	0	NA	P01732	O43561	ligand	receptor
FYN	CSF2RB	1	0	0	0	0	0	NA	P06241	P32927	ligand	receptor
FYN	IL7R	1	0	0	0	0	0	NA	P06241	P16871	ligand	receptor
SFRP2	WNT5A	1	0	1	1	0	1	NA	Q96HF1	P41221	ligand	receptor
WIF1	WNT5A	1	0	1	1	0	1	NA	Q9Y5W5	P41221	ligand	receptor
WIF1	WNT5B	1	0	1	1	0	1	NA	Q9Y5W5	Q9H1J7	ligand	receptor
CFLAR	RIPK1	1	0	1	1	0	1	NA	O15519	Q13546	ligand	receptor
TNFRSF1A	TNFRSF1B	1	1	0	1	1	0	NA	P19438	P20333	ligand	receptor
TNFRSF1B	TNFRSF1A	1	1	0	1	1	0	NA	P20333	P19438	ligand	receptor
FYN	IL2RB	1	0	0	0	0	0	NA	P06241	P14784	ligand	receptor
CALR	AR	1	0	1	1	0	1	NA	P27797	P10275	ligand	receptor
LAMB2	ITGA6	1	1	0	1	1	0	NA	P55268	P23229	ligand	receptor
LAMA3	ITGA6	1	1	0	1	1	0	NA	Q16787	P23229	ligand	receptor
PTPN6	CD79A	1	0	1	1	0	1	NA	P29350	P11912	ligand	receptor
PTPN6	CD79B	1	0	1	1	0	1	NA	P29350	P40259	ligand	receptor
PTPN6	IFNAR1	1	0	1	1	0	1	NA	P29350	P17181	ligand	receptor
MUC1	LGALS3	1	1	0	1	1	0	NA	P15941	P17931	ligand	receptor
CCL22	CCR7	1	1	0	1	1	0	NA	O00626	P32248	ligand	receptor
HLA-F	KIR2DS4	1	1	0	1	1	0	NA	P30511	P43632	ligand	receptor
PTPN6	LAT	1	0	1	1	0	1	NA	P29350	O43561	ligand	receptor
KIT	PTPRO	1	1	0	1	1	0	NA	P10721	Q16827	ligand	receptor
KIT	CD81	1	0	0	0	0	0	NA	P10721	P60033	ligand	receptor
PLG	PLAT	1	1	0	0	0	0	NA	P00747	P00750	ligand	receptor
PLG	PLAU	1	0	1	0	0	0	NA	P00747	P00749	ligand	receptor
PTPN6	IL6ST	1	0	1	1	0	1	NA	P29350	P40189	ligand	receptor
PTPN6	GHR	1	0	1	1	0	1	NA	P29350	P10912	ligand	receptor
SFTPA1	SFTPA2	1	1	0	1	1	0	NA	Q8IWL2	Q8IWL1	ligand	receptor
TGFB2	TGFB1	1	0	1	1	0	1	NA	P61812	P01137	ligand	receptor
VTN	VEGFA	1	0	1	1	0	1	NA	P04004	P15692	ligand	receptor
FYN	MS4A1	1	0	0	0	0	0	NA	P06241	P11836	ligand	receptor
BMP3	TGFB1	1	1	0	1	1	0	NA	P12645	P01137	ligand	receptor
FGFR4	CDH2	1	0	0	0	0	0	NA	P22455	P19022	ligand	receptor
GNRH2	NA	1	1	0	1	1	0	NA	O43555	Q96P88	ligand	receptor
PTPN11	KIR2DL5A	1	0	1	1	0	1	NA	Q06124	Q8N109	ligand	receptor
FYN	FCER2	1	0	0	0	0	0	NA	P06241	P06734	ligand	receptor
FLT4	ITGA5	1	0	0	0	0	0	NA	P35916	P08648	ligand	receptor
KDR	P2RY2	1	0	0	0	0	0	NA	P35968	P41231	ligand	receptor
DDR1	TM4SF1	1	0	0	0	0	0	NA	Q08345	P30408	ligand	receptor
CSF1	TNF	1	1	0	1	1	0	NA	P09603	P01375	ligand	receptor
IFNG	TNF	1	1	0	1	1	0	NA	P01579	P01375	ligand	receptor
PTPN11	IFNGR1	1	0	1	1	0	1	NA	Q06124	P15260	ligand	receptor
KDR	HSP90AA1	1	0	0	0	0	0	NA	P35968	P07900	ligand	receptor
KDR	ITGB3	1	0	0	0	0	0	NA	P35968	P05106	ligand	receptor
KDR	CSF2RB	1	0	0	0	0	0	NA	P35968	P32927	ligand	receptor
FYN	KDR	1	0	0	0	0	0	NA	P06241	P35968	ligand	receptor
CCN2	TGFB1	1	1	0	1	1	0	NA	P29279	P01137	ligand	receptor
FAS	EGFR	1	1	0	1	1	0	NA	P25445	P00533	ligand	receptor
HGF	PLAU	1	1	0	1	1	0	NA	P14210	P00749	ligand	receptor
FYN	PTPRZ1	1	0	0	0	0	0	NA	P06241	P23471	ligand	receptor
KIT	CSF2RA	1	0	0	0	0	0	NA	P10721	P15509	ligand	receptor
FYN	CD55	1	0	0	0	0	0	NA	P06241	P08174	ligand	receptor
CMTM8	EGFR	1	1	0	1	1	0	NA	Q8IZV2	P00533	ligand	receptor
TLN1	ITGA2B	1	1	0	1	1	0	NA	Q9Y490	P08514	ligand	receptor
TP53	ESR1	1	1	0	1	1	0	NA	P04637	P03372	ligand	receptor
FYN	FAS	1	0	0	0	0	0	NA	P06241	P25445	ligand	receptor
FLT4	ITGB1	1	0	0	0	0	0	NA	P35916	P05556	ligand	receptor
FYN	MCAM	1	0	0	0	0	0	NA	P06241	P43121	ligand	receptor
FYN	TYRO3	1	0	0	0	0	0	NA	P06241	Q06418	ligand	receptor
FYN	CNTN1	1	0	0	0	0	0	NA	P06241	Q12860	ligand	receptor
FYN	GP6	1	0	0	0	0	0	NA	P06241	Q9HCN6	ligand	receptor
HLA-DMB	CD74	1	1	0	1	1	0	NA	P28068	P04233	ligand	receptor
HLA-B	KIR3DS1	1	1	0	1	1	0	NA	P01889	Q14943	ligand	receptor
HLA-C	KIR2DS2	1	1	0	1	1	0	NA	P10321	P43631	ligand	receptor
PTPN6	LIFR	1	0	1	1	0	1	NA	P29350	P42702	ligand	receptor
ANXA2	PLAT	1	1	0	1	1	0	NA	P07355	P00750	ligand	receptor
CTSG	AGT	1	1	0	1	1	0	NA	P08311	P01019	ligand	receptor
FYN	CD19	1	0	0	0	0	0	NA	P06241	P15391	ligand	receptor
FYN	CD44	1	0	0	0	0	0	NA	P06241	P16070	ligand	receptor
TGFB1	P4HB	1	0	1	1	0	1	NA	P01137	P07237	ligand	receptor
FYN	PLXNA1	1	1	0	1	1	0	NA	P06241	Q9UIW2	ligand	receptor
FLT4	FLT1	1	1	0	1	1	0	NA	P35916	P17948	ligand	receptor
CCL28	CCR1	1	1	0	1	1	0	NA	Q9NRJ3	P32246	ligand	receptor
IHH	SMO	1	1	0	1	1	0	NA	Q14623	Q99835	ligand	receptor
CCL13	CCR10	1	1	0	1	1	0	NA	Q99616	P46092	ligand	receptor
CCL13	CCR4	1	1	0	1	1	0	NA	Q99616	P51679	ligand	receptor
GDF7	AMHR2	1	1	0	1	1	0	NA	Q7Z4P5	Q16671	ligand	receptor
THBS1	LTBP1	1	0	1	1	0	1	NA	P07996	Q14766	ligand	receptor
EDN1	CHRM1	1	1	0	1	1	0	NA	P05305	P11229	ligand	receptor
CSH1	GHR	1	1	0	1	1	0	NA	P0DML2	P10912	ligand	receptor
TPO	MPL	1	1	0	1	1	0	NA	P07202	P40238	ligand	receptor
CCL1	CCR10	1	1	0	1	1	0	NA	P22362	P46092	ligand	receptor
CCL8	CCR10	1	1	0	1	1	0	NA	P80075	P46092	ligand	receptor
HLA-G	KIR3DL2	1	1	0	1	1	0	NA	P17693	P43630	ligand	receptor
IFNG	IFNAR1	1	1	0	1	1	0	NA	P01579	P17181	ligand	receptor
FYN	CD244	1	1	0	1	1	0	NA	P06241	Q9BZW8	ligand	receptor
PTPN11	LAT	1	0	1	1	0	1	NA	Q06124	O43561	ligand	receptor
ICOS	CD40LG	1	1	0	1	1	0	NA	Q9Y6W8	P29965	ligand	receptor
CCL26	CXCR6	1	1	0	1	1	0	NA	Q9Y258	O00574	ligand	receptor
AGT	EDNRA	1	1	0	1	1	0	NA	P01019	P25101	ligand	receptor
AGT	CXCR4	1	1	0	1	1	0	NA	P01019	P61073	ligand	receptor
HLA-A	KIR2DS1	1	1	0	1	1	0	NA	P04439	Q14954	ligand	receptor
LAMC1	PRNP	1	1	0	1	1	0	NA	P11047	P04156	ligand	receptor
LAMB2	PRNP	1	1	0	1	1	0	NA	P55268	P04156	ligand	receptor
VWF	ITGA8	1	1	0	1	1	0	NA	P04275	P53708	ligand	receptor
OSM	CXCL10	1	1	0	1	1	0	NA	P13725	P02778	ligand	receptor
CCL15	CXCR5	1	1	0	1	1	0	NA	Q16663	P32302	ligand	receptor
THBS1	VCAM1	1	1	0	1	1	0	NA	P07996	P19320	ligand	receptor
CD40LG	CD4	1	1	0	1	1	0	NA	P29965	P01730	ligand	receptor
COMP	ITGA2	1	1	0	1	1	0	NA	P49747	P17301	ligand	receptor
VTN	FLT4	1	1	0	1	1	0	NA	P04004	P35916	ligand	receptor
CCL20	XCR1	1	1	0	1	1	0	NA	P78556	P46094	ligand	receptor
VIP	F3	1	1	0	1	1	0	NA	P01282	P13726	ligand	receptor
XCL2	CXCR2	1	1	0	1	1	0	NA	Q9UBD3	P25025	ligand	receptor
CXCL9	CCR9	1	1	0	1	1	0	NA	Q07325	P51686	ligand	receptor
CXCL10	CXCR2	1	1	0	1	1	0	NA	P02778	P25025	ligand	receptor
CCL27	CXCR4	1	1	0	1	1	0	NA	Q9Y4X3	P61073	ligand	receptor
CCL23	CXCR1	1	1	0	1	1	0	NA	P55773	P25024	ligand	receptor
TFF3	GHR	1	1	0	1	1	0	NA	Q07654	P10912	ligand	receptor
LAMA5	ITGB6	1	1	0	1	1	0	NA	O15230	P18564	ligand	receptor
CXCL12	CCR9	1	1	0	1	1	0	NA	P48061	P51686	ligand	receptor
CD80	CD4	1	0	1	1	0	1	NA	P33681	P01730	ligand	receptor
CCL24	CCR8	1	1	0	1	1	0	NA	O00175	P51685	ligand	receptor
LAMA4	ITGB8	1	1	0	1	1	0	NA	Q16363	P26012	ligand	receptor
IL4	ANPEP	1	1	0	1	1	0	NA	P05112	P15144	ligand	receptor
THPO	FPR1	1	1	0	1	1	0	NA	P40225	P21462	ligand	receptor
CCL20	CXCR1	1	1	0	1	1	0	NA	P78556	P25024	ligand	receptor
NPPA	HTR3A	1	0	1	1	0	1	NA	P01160	P46098	ligand	receptor
PDGFA	TNFRSF11B	1	1	0	1	1	0	NA	P04085	O00300	ligand	receptor
VEGFA	SPHK1	1	1	0	1	1	0	NA	P15692	Q9NYA1	ligand	receptor
TNC	ITGB5	1	1	0	1	1	0	NA	P24821	P18084	ligand	receptor
CSF1	VEGFA	1	1	0	1	1	0	NA	P09603	P15692	ligand	receptor
VEGFA	CSF1	1	1	0	1	1	0	NA	P15692	P09603	ligand	receptor
CRH	GAL	1	1	0	1	1	0	NA	P06850	P22466	ligand	receptor
CSF2	FLT1	1	1	0	1	1	0	NA	P04141	P17948	ligand	receptor
IFNG	CD74	1	1	0	1	1	0	NA	P01579	P04233	ligand	receptor
IL4	IL12RB2	1	0	1	1	0	1	NA	P05112	Q99665	ligand	receptor
CXCL11	CCR9	1	1	0	1	1	0	NA	O14625	P51686	ligand	receptor
IL15	LAMP1	1	1	0	1	1	0	NA	P40933	P11279	ligand	receptor
IL23A	TNF	1	1	0	1	1	0	NA	Q9NPF7	P01375	ligand	receptor
HLA-G	KIR2DS1	1	1	0	1	1	0	NA	P17693	Q14954	ligand	receptor
CCL1	CCR7	1	1	0	1	1	0	NA	P22362	P32248	ligand	receptor
CCL1	CXCR1	1	1	0	1	1	0	NA	P22362	P25024	ligand	receptor
IL6	TLR2	1	1	0	1	1	0	NA	P05231	O60603	ligand	receptor
LAMA5	ITGA2B	1	1	0	1	1	0	NA	O15230	P08514	ligand	receptor
UTS2	EGFR	1	1	0	1	1	0	NA	O95399	P00533	ligand	receptor
CXCL9	CCR5	1	1	0	1	1	0	NA	Q07325	P51681	ligand	receptor
COL11A2	ITGA5	1	1	0	1	1	0	NA	P13942	P08648	ligand	receptor
IL6	IL17A	1	1	0	1	1	0	NA	P05231	Q16552	ligand	receptor
YBX1	TGFB1	1	0	1	1	0	1	NA	P67809	P01137	ligand	receptor
TSLP	CD40LG	1	1	0	1	1	0	NA	Q969D9	P29965	ligand	receptor
RAC1	ITGA1	1	1	0	1	1	0	NA	P63000	P56199	ligand	receptor
CXCL12	XCR1	1	1	0	1	1	0	NA	P48061	P46094	ligand	receptor
CCL22	CCR1	1	1	0	1	1	0	NA	O00626	P32246	ligand	receptor
PTPN6	EPO	1	0	1	1	0	1	NA	P29350	P01588	ligand	receptor
CXCL8	LPAR2	1	1	0	1	1	0	NA	P10145	Q9HBW0	ligand	receptor
CXCL14	CCR8	1	1	0	1	1	0	NA	O95715	P51685	ligand	receptor
PF4V1	CCR10	1	1	0	1	1	0	NA	P10720	P46092	ligand	receptor
IFNG	CD40	1	1	0	1	1	0	NA	P01579	P25942	ligand	receptor
HGF	VEGFA	1	1	0	1	1	0	NA	P14210	P15692	ligand	receptor
VEGFA	PDGFB	1	1	0	1	1	0	NA	P15692	P01127	ligand	receptor
THBS2	ITGA7	1	1	0	1	1	0	NA	P35442	Q13683	ligand	receptor
IGF1	PLXNA3	1	0	1	1	0	1	NA	P05019	P51805	ligand	receptor
CSF2	CCR1	1	1	0	1	1	0	NA	P04141	P32246	ligand	receptor
LAMB1	ITGB6	1	1	0	1	1	0	NA	P07942	P18564	ligand	receptor
CXCL1	CXCR6	1	1	0	1	1	0	NA	P09341	O00574	ligand	receptor
HLA-A	CD28	1	0	1	1	0	1	NA	P04439	P10747	ligand	receptor
CCL19	CXCR5	1	1	0	1	1	0	NA	Q99731	P32302	ligand	receptor
YBX1	PROCR	1	1	0	1	1	0	NA	P67809	Q9UNN8	ligand	receptor
VWF	THBS1	1	0	1	1	0	1	NA	P04275	P07996	ligand	receptor
IL7	MUC1	1	1	0	1	1	0	NA	P13232	P15941	ligand	receptor
COL6A3	ITGA5	1	1	0	1	1	0	NA	P12111	P08648	ligand	receptor
HLA-DRA	CD86	1	1	0	1	1	0	NA	P01903	P42081	ligand	receptor
EGF	TGFA	1	0	1	1	0	1	NA	P01133	P01135	ligand	receptor
XCL2	CCR7	1	1	0	1	1	0	NA	Q9UBD3	P32248	ligand	receptor
CCL1	CXCR4	1	1	0	1	1	0	NA	P22362	P61073	ligand	receptor
XCL1	CCR4	1	1	0	1	1	0	NA	P47992	P51679	ligand	receptor
CSF2	PLAU	1	1	0	1	1	0	NA	P04141	P00749	ligand	receptor
FGF12	IGF1R	1	1	0	1	1	0	NA	P61328	P08069	ligand	receptor
STC1	TNF	1	0	1	1	0	1	NA	P52823	P01375	ligand	receptor
CCL3L1	CXCR5	1	1	0	1	1	0	NA	P16619	P32302	ligand	receptor
CCL7	CCR9	1	1	0	1	1	0	NA	P80098	P51686	ligand	receptor
CCL25	CCR6	1	1	0	1	1	0	NA	O15444	P51684	ligand	receptor
CCL18	CXCR5	1	1	0	1	1	0	NA	P55774	P32302	ligand	receptor
THBS1	ITGA5	1	1	0	1	1	0	NA	P07996	P08648	ligand	receptor
TNFRSF1A	PPARG	1	0	1	1	0	1	NA	P19438	P37231	ligand	receptor
LAMC3	ITGA4	1	1	0	1	1	0	NA	Q9Y6N6	P13612	ligand	receptor
CCL8	CCR9	1	1	0	1	1	0	NA	P80075	P51686	ligand	receptor
THBS4	ITGA4	1	1	0	1	1	0	NA	P35443	P13612	ligand	receptor
CSF2	CD1A	1	1	0	1	1	0	NA	P04141	P06126	ligand	receptor
CCL23	CXCR3	1	1	0	1	1	0	NA	P55773	P49682	ligand	receptor
LAMC3	ITGB3	1	1	0	1	1	0	NA	Q9Y6N6	P05106	ligand	receptor
IL4	TNFRSF11B	1	1	0	1	1	0	NA	P05112	O00300	ligand	receptor
TNF	IL1RN	1	1	0	1	1	0	NA	P01375	P18510	ligand	receptor
CCL4L2	CCR8	1	1	0	1	1	0	NA	Q8NHW4	P51685	ligand	receptor
RELN	ITGA10	1	1	0	1	1	0	NA	P78509	O75578	ligand	receptor
AMH	BMPR2	1	1	0	1	1	0	NA	P03971	Q13873	ligand	receptor
CXCL3	CXCR3	1	1	0	1	1	0	NA	P19876	P49682	ligand	receptor
CCL25	CXCR1	1	1	0	1	1	0	NA	O15444	P25024	ligand	receptor
SFRP4	WNT5A	1	0	1	1	0	1	NA	Q6FHJ7	P41221	ligand	receptor
SFRP2	FZD7	1	0	1	1	0	1	NA	Q96HF1	O75084	ligand	receptor
PF4V1	CCR5	1	1	0	1	1	0	NA	P10720	P51681	ligand	receptor
KITLG	EPO	1	1	0	1	1	0	NA	P21583	P01588	ligand	receptor
TNF	MADCAM1	1	1	0	1	1	0	NA	P01375	Q13477	ligand	receptor
TP53	PDGFRB	1	0	1	1	0	1	NA	P04637	P09619	ligand	receptor
IAPP	APP	1	0	1	1	0	1	NA	P10997	P05067	ligand	receptor
CCL13	CXCR4	1	1	0	1	1	0	NA	Q99616	P61073	ligand	receptor
IFNA1	IL1R1	1	1	0	1	1	0	NA	P01562	P14778	ligand	receptor
CCL2	CCR8	1	1	0	1	1	0	NA	P13500	P51685	ligand	receptor
THBS2	LTBP1	1	0	1	1	0	1	NA	P35442	Q14766	ligand	receptor
IL23A	ITGA3	1	1	0	1	1	0	NA	Q9NPF7	P26006	ligand	receptor
CXCL11	CCR1	1	1	0	1	1	0	NA	O14625	P32246	ligand	receptor
CSF3	NA	1	1	0	1	1	0	NA	P09919	P01860	ligand	receptor
CD209	NR3C2	1	0	1	1	0	1	NA	Q9NNX6	P08235	ligand	receptor
COL6A6	ITGA10	1	1	0	1	1	0	NA	A6NMZ7	O75578	ligand	receptor
CXCL8	CCR6	1	1	0	1	1	0	NA	P10145	P51684	ligand	receptor
CCL22	CCR2	1	1	0	1	1	0	NA	O00626	P41597	ligand	receptor
LAMA4	ITGB5	1	1	0	1	1	0	NA	Q16363	P18084	ligand	receptor
CTSG	THBD	1	1	0	1	1	0	NA	P08311	P07204	ligand	receptor
CCL2	CXCR1	1	1	0	1	1	0	NA	P13500	P25024	ligand	receptor
COL6A3	ITGB8	1	1	0	1	1	0	NA	P12111	P26012	ligand	receptor
AFDN	PTPRM	1	1	0	1	1	0	NA	P55196	P28827	ligand	receptor
AGRP	MC1R	1	1	0	1	1	0	NA	O00253	Q01726	ligand	receptor
CCL1	XCR1	1	1	0	1	1	0	NA	P22362	P46094	ligand	receptor
