"id_cp_interaction","partner_a","partner_b","protein_name_a","protein_name_b","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","interactors","classification","directionality","modulatory_effect","ligand","receptor"
NA,"WNT5B","FZD8_LRP6","WNT5B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT5B-FZD8+LRP6","Signaling by WNT","Ligand-Receptor","","WNT5B","FZD8_LRP6"
NA,"WNT5B","FZD9_LRP5","WNT5B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT5B-FZD9+LRP5","Signaling by WNT","Ligand-Receptor","","WNT5B","FZD9_LRP5"
NA,"WNT5B","FZD9_LRP6","WNT5B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT5B-FZD9+LRP6","Signaling by WNT","Ligand-Receptor","","WNT5B","FZD9_LRP6"
NA,"WNT5B","SFRP1","WNT5B_HUMAN","SFRP1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT5B-SFRP1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT5B","SFRP1"
NA,"WNT5B","SFRP2","WNT5B_HUMAN","SFRP2_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT5B-SFRP2","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT5B","SFRP2"
NA,"WNT5B","SFRP4","WNT5B_HUMAN","SFRP4_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT5B-SFRP4","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT5B","SFRP4"
NA,"WNT5B","SFRP5","WNT5B_HUMAN","SFRP5_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT5B-SFRP5","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT5B","SFRP5"
NA,"WNT5B","WIF1","WNT5B_HUMAN","WIF1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT5B-WIF1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT5B","WIF1"
NA,"WNT6","CER1","WNT6_HUMAN","CER1_HUMAN","curated","PMID:10067895","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT6-CER1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT6","CER1"
NA,"WNT6","FRZB","WNT6_HUMAN","SFRP3_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT6-FRZB","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT6","FRZB"
NA,"WNT6","FZD1_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD1+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD1_LRP5"
NA,"WNT6","FZD1_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD1+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD1_LRP6"
NA,"WNT6","FZD10_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD10+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD10_LRP5"
NA,"WNT6","FZD10_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD10+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD10_LRP6"
NA,"WNT6","FZD2_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD2+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD2_LRP5"
NA,"WNT6","FZD2_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD2+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD2_LRP6"
NA,"WNT6","FZD3_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD3+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD3_LRP5"
NA,"WNT6","FZD3_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD3+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD3_LRP6"
NA,"WNT6","FZD4_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD4+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD4_LRP5"
NA,"WNT6","FZD4_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD4+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD4_LRP6"
NA,"WNT6","FZD5_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD5+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD5_LRP5"
NA,"WNT6","FZD5_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD5+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD5_LRP6"
NA,"WNT6","FZD6_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD6+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD6_LRP5"
NA,"WNT6","FZD6_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD6+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD6_LRP6"
NA,"WNT6","FZD7_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD7+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD7_LRP5"
NA,"WNT6","FZD7_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD7+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD7_LRP6"
NA,"WNT6","FZD8_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD8+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD8_LRP5"
NA,"WNT6","FZD8_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD8+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD8_LRP6"
NA,"WNT6","FZD9_LRP5","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD9+LRP5","Signaling by WNT","Ligand-Receptor","","WNT6","FZD9_LRP5"
NA,"WNT6","FZD9_LRP6","WNT6_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT6-FZD9+LRP6","Signaling by WNT","Ligand-Receptor","","WNT6","FZD9_LRP6"
NA,"WNT6","SFRP1","WNT6_HUMAN","SFRP1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT6-SFRP1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT6","SFRP1"
NA,"WNT6","SFRP2","WNT6_HUMAN","SFRP2_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT6-SFRP2","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT6","SFRP2"
NA,"WNT6","SFRP4","WNT6_HUMAN","SFRP4_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT6-SFRP4","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT6","SFRP4"
NA,"WNT6","SFRP5","WNT6_HUMAN","SFRP5_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT6-SFRP5","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT6","SFRP5"
NA,"WNT6","WIF1","WNT6_HUMAN","WIF1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT6-WIF1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT6","WIF1"
NA,"WNT7A","CER1","WNT7A_HUMAN","CER1_HUMAN","curated","PMID:10067895","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7A-CER1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7A","CER1"
NA,"WNT7A","FRZB","WNT7A_HUMAN","SFRP3_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7A-FRZB","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7A","FRZB"
NA,"WNT7A","FZD1_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD1+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD1_LRP5"
NA,"WNT7A","FZD1_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD1+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD1_LRP6"
NA,"WNT7A","FZD10_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD10+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD10_LRP5"
NA,"WNT7A","FZD10_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD10+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD10_LRP6"
NA,"WNT7A","FZD2_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD2+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD2_LRP5"
NA,"WNT7A","FZD2_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD2+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD2_LRP6"
NA,"WNT7A","FZD3_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD3+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD3_LRP5"
NA,"WNT7A","FZD3_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD3+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD3_LRP6"
NA,"WNT7A","FZD4_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD4+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD4_LRP5"
NA,"WNT7A","FZD4_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD4+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD4_LRP6"
NA,"WNT7A","FZD5_LRP5","WNT7A_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD5+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD5_LRP5"
NA,"WNT7A","FZD5_LRP6","WNT7A_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD5+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD5_LRP6"
NA,"WNT7A","FZD6_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD6+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD6_LRP5"
NA,"WNT7A","FZD6_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD6+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD6_LRP6"
NA,"WNT7A","FZD7_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD7+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD7_LRP5"
NA,"WNT7A","FZD7_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD7+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD7_LRP6"
NA,"WNT7A","FZD8_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD8+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD8_LRP5"
NA,"WNT7A","FZD8_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD8+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD8_LRP6"
NA,"WNT7A","FZD9_LRP5","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD9+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD9_LRP5"
NA,"WNT7A","FZD9_LRP6","WNT7A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7A-FZD9+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7A","FZD9_LRP6"
NA,"WNT7A","SFRP1","WNT7A_HUMAN","SFRP1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7A-SFRP1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7A","SFRP1"
NA,"WNT7A","SFRP2","WNT7A_HUMAN","SFRP2_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7A-SFRP2","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7A","SFRP2"
NA,"WNT7A","SFRP4","WNT7A_HUMAN","SFRP4_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7A-SFRP4","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7A","SFRP4"
NA,"WNT7A","SFRP5","WNT7A_HUMAN","SFRP5_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7A-SFRP5","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7A","SFRP5"
NA,"WNT7A","WIF1","WNT7A_HUMAN","WIF1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7A-WIF1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7A","WIF1"
NA,"WNT7B","CER1","WNT7B_HUMAN","CER1_HUMAN","curated","PMID:10067895","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7B-CER1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7B","CER1"
NA,"WNT7B","FRZB","WNT7B_HUMAN","SFRP3_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7B-FRZB","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7B","FRZB"
NA,"WNT7B","FZD1_LRP5","WNT7B_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD1+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD1_LRP5"
NA,"WNT7B","FZD1_LRP6","WNT7B_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD1+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD1_LRP6"
NA,"WNT7B","FZD10_LRP5","WNT7B_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD10+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD10_LRP5"
NA,"WNT7B","FZD10_LRP6","WNT7B_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD10+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD10_LRP6"
NA,"WNT7B","FZD2_LRP5","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD2+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD2_LRP5"
NA,"WNT7B","FZD2_LRP6","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD2+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD2_LRP6"
NA,"WNT7B","FZD3_LRP5","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD3+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD3_LRP5"
NA,"WNT7B","FZD3_LRP6","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD3+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD3_LRP6"
NA,"WNT7B","FZD4_LRP5","WNT7B_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD4+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD4_LRP5"
NA,"WNT7B","FZD4_LRP6","WNT7B_HUMAN","","curated","PMID:24032637","True","RVentoTormo","","","",NA,"high affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD4+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD4_LRP6"
NA,"WNT7B","FZD5_LRP5","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD5+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD5_LRP5"
NA,"WNT7B","FZD5_LRP6","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD5+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD5_LRP6"
NA,"WNT7B","FZD6_LRP5","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD6+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD6_LRP5"
NA,"WNT7B","FZD6_LRP6","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD6+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD6_LRP6"
NA,"WNT7B","FZD7_LRP5","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD7+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD7_LRP5"
NA,"WNT7B","FZD7_LRP6","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD7+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD7_LRP6"
NA,"WNT7B","FZD8_LRP5","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD8+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD8_LRP5"
NA,"WNT7B","FZD8_LRP6","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD8+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD8_LRP6"
NA,"WNT7B","FZD9_LRP5","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD9+LRP5","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD9_LRP5"
NA,"WNT7B","FZD9_LRP6","WNT7B_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT7B-FZD9+LRP6","Signaling by WNT","Ligand-Receptor","","WNT7B","FZD9_LRP6"
NA,"WNT7B","SFRP1","WNT7B_HUMAN","SFRP1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7B-SFRP1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7B","SFRP1"
NA,"WNT7B","SFRP2","WNT7B_HUMAN","SFRP2_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7B-SFRP2","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7B","SFRP2"
NA,"WNT7B","SFRP4","WNT7B_HUMAN","SFRP4_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7B-SFRP4","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7B","SFRP4"
NA,"WNT7B","SFRP5","WNT7B_HUMAN","SFRP5_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7B-SFRP5","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7B","SFRP5"
NA,"WNT7B","WIF1","WNT7B_HUMAN","WIF1_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT7B-WIF1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT7B","WIF1"
NA,"WNT8A","CER1","WNT8A_HUMAN","CER1_HUMAN","curated","PMID:10067895","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT8A-CER1","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT8A","CER1"
NA,"WNT8A","FRZB","WNT8A_HUMAN","SFRP3_HUMAN","curated","PMID:12775774","True","RVentoTormo","","","",NA,"Inhibition WNT. Soluble proteins","CellPhoneDBcore<=4.1","WNT8A-FRZB","Signaling by WNT inhibition","Ligand-Ligand","Inhibitory","WNT8A","FRZB"
NA,"WNT8A","FZD1_LRP5","WNT8A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT8A-FZD1+LRP5","Signaling by WNT","Ligand-Receptor","","WNT8A","FZD1_LRP5"
NA,"WNT8A","FZD1_LRP6","WNT8A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT8A-FZD1+LRP6","Signaling by WNT","Ligand-Receptor","","WNT8A","FZD1_LRP6"
NA,"WNT8A","FZD10_LRP5","WNT8A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT8A-FZD10+LRP5","Signaling by WNT","Ligand-Receptor","","WNT8A","FZD10_LRP5"
NA,"WNT8A","FZD10_LRP6","WNT8A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT8A-FZD10+LRP6","Signaling by WNT","Ligand-Receptor","","WNT8A","FZD10_LRP6"
NA,"WNT8A","FZD2_LRP5","WNT8A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT8A-FZD2+LRP5","Signaling by WNT","Ligand-Receptor","","WNT8A","FZD2_LRP5"
NA,"WNT8A","FZD2_LRP6","WNT8A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT8A-FZD2+LRP6","Signaling by WNT","Ligand-Receptor","","WNT8A","FZD2_LRP6"
NA,"WNT8A","FZD3_LRP5","WNT8A_HUMAN","","curated","PMID:24532711","True","RVentoTormo","","","",NA,"low affinity interaction","CellPhoneDBcore<=4.1","WNT8A-FZD3+LRP5","Signaling by WNT","Ligand-Receptor","","WNT8A","FZD3_LRP5"
