"interaction","ligand","receptor(s)","file","count"
"VEGFA_EPHA2","VEGFA","EPHA2","OmniPathPPIs_new.tsv",1
"VEGFA_EPHA3","VEGFA","EPHA3","OmniPathPPIs_new.tsv",1
"VEGFA_EPHA4","VEGFA","EPHA4","OmniPathPPIs_new.tsv",1
"VEGFA_EPHA5","VEGFA","EPHA5","OmniPathPPIs_new.tsv",1
"VEGFA_EPHA6","VEGFA","EPHA6","OmniPathPPIs_new.tsv",1
"VEGFA_EPHA7","VEGFA","EPHA7","OmniPathPPIs_new.tsv",1
"VEGFA_EPHA8","VEGFA","EPHA8","OmniPathPPIs_new.tsv",1
"VEGFA_EPHB1","VEGFA","EPHB1","OmniPathPPIs_new.tsv",1
"VEGFA_EPHB2","VEGFA","EPHB2","Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",8
"VEGFA_EPHB3","VEGFA","EPHB3","OmniPathPPIs_new.tsv",1
"VEGFA_EPHB4","VEGFA","EPHB4","OmniPathPPIs_new.tsv",1
"VEGFA_ERBB2","VEGFA","ERBB2","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFA_ERBB3","VEGFA","ERBB3","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFA_ERBB4","VEGFA","ERBB4","OmniPathPPIs_new.tsv",1
"VEGFA_FGFR1","VEGFA","FGFR1","OmniPathPPIs_new.tsv",1
"VEGFA_FGFR2","VEGFA","FGFR2","OmniPathPPIs_new.tsv",1
"VEGFA_FGFR3","VEGFA","FGFR3","OmniPathPPIs_new.tsv",1
"VEGFA_FGFR4","VEGFA","FGFR4","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFA_FLT1","VEGFA","FLT1","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",18
"VEGFA_FLT1 / KDR","VEGFA","FLT1 / KDR","Human-2010-Kirouac-LR-pairs_new.xlsx",1
"VEGFA_FLT3","VEGFA","FLT3","OmniPathPPIs_new.tsv",1
"VEGFA_FLT4","VEGFA","FLT4","NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",2
"VEGFA_GPC1","VEGFA","GPC1","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",9
"VEGFA_GRIN2B","VEGFA","GRIN2B","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",4
"VEGFA_IGF1R","VEGFA","IGF1R","OmniPathPPIs_new.tsv",1
"VEGFA_INSR","VEGFA","INSR","OmniPathPPIs_new.tsv",1
"VEGFA_INSRR","VEGFA","INSRR","OmniPathPPIs_new.tsv",1
"VEGFA_ITGA9","VEGFA","ITGA9","Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",7
"VEGFA_ITGAV","VEGFA","ITGAV","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",7
"VEGFA_ITGB1","VEGFA","ITGB1","Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",7
"VEGFA_ITGB3","VEGFA","ITGB3","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"VEGFA_KDR","VEGFA","KDR","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",20
"VEGFA_KIT","VEGFA","KIT","OmniPathPPIs_new.tsv",1
"VEGFA_LMTK2","VEGFA","LMTK2","OmniPathPPIs_new.tsv",1
"VEGFA_LTK","VEGFA","LTK","OmniPathPPIs_new.tsv",1
"VEGFA_LYVE1","VEGFA","LYVE1","NicheNet-LR-pairs.csv",1
"VEGFA_MERTK","VEGFA","MERTK","OmniPathPPIs_new.tsv",1
"VEGFA_MET","VEGFA","MET","OmniPathPPIs_new.tsv",1
"VEGFA_MST1R","VEGFA","MST1R","OmniPathPPIs_new.tsv",1
"VEGFA_MUSK","VEGFA","MUSK","OmniPathPPIs_new.tsv",1
"VEGFA_NRP1","VEGFA","NRP1","Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",12
"VEGFA_NRP2","VEGFA","NRP2","CCIDB_Human_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"VEGFA_NTRK1","VEGFA","NTRK1","OmniPathPPIs_new.tsv",1
"VEGFA_NTRK2","VEGFA","NTRK2","OmniPathPPIs_new.tsv",1
"VEGFA_NTRK3","VEGFA","NTRK3","OmniPathPPIs_new.tsv",1
"VEGFA_PDGFB","VEGFA","PDGFB","OmniPathPPIs_new.tsv",1
"VEGFA_PDGFRA","VEGFA","PDGFRA","CellCall-2021_new.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",3
"VEGFA_PDGFRB","VEGFA","PDGFRB","CellCall-2021_new.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",3
"VEGFA_PIK3CB","VEGFA","PIK3CB","NicheNet-LR-pairs.csv",1
"VEGFA_PTK2B","VEGFA","PTK2B","NicheNet-LR-pairs.csv",1
"VEGFA_PTK7","VEGFA","PTK7","OmniPathPPIs_new.tsv",1
"VEGFA_PTPRB","VEGFA","PTPRB","NicheNet-LR-pairs.csv",1
"VEGFA_PTPRJ","VEGFA","PTPRJ","OmniPathPPIs_new.tsv",1
"VEGFA_PTPRZ1","VEGFA","PTPRZ1","NicheNet-LR-pairs.csv",1
"VEGFA_RET","VEGFA","RET","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",6
"VEGFA_ROR1","VEGFA","ROR1","OmniPathPPIs_new.tsv",1
"VEGFA_ROR2","VEGFA","ROR2","OmniPathPPIs_new.tsv",1
"VEGFA_ROS1","VEGFA","ROS1","OmniPathPPIs_new.tsv",1
"VEGFA_RYK","VEGFA","RYK","OmniPathPPIs_new.tsv",1
"VEGFA_S1PR1","VEGFA","S1PR1","OmniPathPPIs_new.tsv",1
"VEGFA_SEMA3F","VEGFA","SEMA3F","Human-2014-Qiao-LR-pairs.xlsx",1
"VEGFA_SIRPA","VEGFA","SIRPA","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",6
"VEGFA_SPHK1","VEGFA","SPHK1","OmniPathPPIs_new.tsv",1
"VEGFA_TEK","VEGFA","TEK","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFA_TGFBR1","VEGFA","TGFBR1","OmniPathPPIs_new.tsv",1
"VEGFA_TIE1","VEGFA","TIE1","OmniPathPPIs_new.tsv",1
"VEGFA_TYRO3","VEGFA","TYRO3","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",6
"VEGFA_VCAM1","VEGFA","VCAM1","OmniPathPPIs_new.tsv",1
"VEGFA_VCAN","VEGFA","VCAN","Cellinker_Homos_2021.txt",1
"VEGFA_VTN","VEGFA","VTN","Human-2014-Qiao-LR-pairs.xlsx; NicheNet-LR-pairs.csv",2
"VEGFB_AATK","VEGFB","AATK","OmniPathPPIs_new.tsv",1
"VEGFB_ADORA1","VEGFB","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_ADORA2A","VEGFB","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_ADORA2B","VEGFB","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_ADRB2","VEGFB","ADRB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",4
"VEGFB_AGTR1","VEGFB","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_AGTR2","VEGFB","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_ALK","VEGFB","ALK","OmniPathPPIs_new.tsv",1
"VEGFB_AXL","VEGFB","AXL","OmniPathPPIs_new.tsv",1
"VEGFB_CSF1R","VEGFB","CSF1R","OmniPathPPIs_new.tsv",1
"VEGFB_CXCR1","VEGFB","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_CXCR2","VEGFB","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_DDR1","VEGFB","DDR1","OmniPathPPIs_new.tsv",1
"VEGFB_DDR2","VEGFB","DDR2","OmniPathPPIs_new.tsv",1
"VEGFB_DRD1","VEGFB","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_DRD2","VEGFB","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_DRD3","VEGFB","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_DRD4","VEGFB","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_DRD5","VEGFB","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_EGFR","VEGFB","EGFR","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA1","VEGFB","EPHA1","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA2","VEGFB","EPHA2","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA3","VEGFB","EPHA3","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA4","VEGFB","EPHA4","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA5","VEGFB","EPHA5","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA6","VEGFB","EPHA6","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA7","VEGFB","EPHA7","OmniPathPPIs_new.tsv",1
"VEGFB_EPHA8","VEGFB","EPHA8","OmniPathPPIs_new.tsv",1
"VEGFB_EPHB1","VEGFB","EPHB1","OmniPathPPIs_new.tsv",1
"VEGFB_EPHB2","VEGFB","EPHB2","OmniPathPPIs_new.tsv",1
"VEGFB_EPHB3","VEGFB","EPHB3","OmniPathPPIs_new.tsv",1
"VEGFB_EPHB4","VEGFB","EPHB4","OmniPathPPIs_new.tsv",1
"VEGFB_ERBB2","VEGFB","ERBB2","OmniPathPPIs_new.tsv",1
"VEGFB_ERBB3","VEGFB","ERBB3","OmniPathPPIs_new.tsv",1
"VEGFB_ERBB4","VEGFB","ERBB4","OmniPathPPIs_new.tsv",1
"VEGFB_FAT1","VEGFB","FAT1","NicheNet-LR-pairs.csv",1
"VEGFB_FGFR1","VEGFB","FGFR1","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFB_FGFR2","VEGFB","FGFR2","OmniPathPPIs_new.tsv",1
"VEGFB_FGFR3","VEGFB","FGFR3","OmniPathPPIs_new.tsv",1
"VEGFB_FGFR4","VEGFB","FGFR4","OmniPathPPIs_new.tsv",1
"VEGFB_FLT1","VEGFB","FLT1","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2010-Kirouac-LR-pairs_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",21
"VEGFB_FLT3","VEGFB","FLT3","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFB_FLT4","VEGFB","FLT4","OmniPathPPIs_new.tsv",1
"VEGFB_FZD1","VEGFB","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD10","VEGFB","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD2","VEGFB","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD3","VEGFB","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD5","VEGFB","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD6","VEGFB","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD7","VEGFB","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD8","VEGFB","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_FZD9","VEGFB","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM1","VEGFB","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM2","VEGFB","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM3","VEGFB","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM4","VEGFB","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM5","VEGFB","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM6","VEGFB","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM7","VEGFB","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_GRM8","VEGFB","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_IGF1R","VEGFB","IGF1R","OmniPathPPIs_new.tsv",1
"VEGFB_INSR","VEGFB","INSR","OmniPathPPIs_new.tsv",1
"VEGFB_INSRR","VEGFB","INSRR","OmniPathPPIs_new.tsv",1
"VEGFB_ITGB1","VEGFB","ITGB1","NicheNet-LR-pairs.csv",1
"VEGFB_KDR","VEGFB","KDR","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",5
"VEGFB_KIT","VEGFB","KIT","OmniPathPPIs_new.tsv",1
"VEGFB_LMTK2","VEGFB","LMTK2","OmniPathPPIs_new.tsv",1
"VEGFB_LTK","VEGFB","LTK","OmniPathPPIs_new.tsv",1
"VEGFB_MERTK","VEGFB","MERTK","OmniPathPPIs_new.tsv",1
"VEGFB_MET","VEGFB","MET","OmniPathPPIs_new.tsv",1
"VEGFB_MST1R","VEGFB","MST1R","OmniPathPPIs_new.tsv",1
"VEGFB_MUSK","VEGFB","MUSK","OmniPathPPIs_new.tsv",1
"VEGFB_NRP1","VEGFB","NRP1","Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"VEGFB_NTRK1","VEGFB","NTRK1","OmniPathPPIs_new.tsv",1
"VEGFB_NTRK2","VEGFB","NTRK2","OmniPathPPIs_new.tsv",1
"VEGFB_NTRK3","VEGFB","NTRK3","OmniPathPPIs_new.tsv",1
"VEGFB_PDGFRA","VEGFB","PDGFRA","OmniPathPPIs_new.tsv",1
"VEGFB_PDGFRB","VEGFB","PDGFRB","OmniPathPPIs_new.tsv",1
"VEGFB_PPARA","VEGFB","PPARA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_PTK7","VEGFB","PTK7","OmniPathPPIs_new.tsv",1
"VEGFB_RET","VEGFB","RET","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",6
"VEGFB_ROR1","VEGFB","ROR1","OmniPathPPIs_new.tsv",1
"VEGFB_ROR2","VEGFB","ROR2","OmniPathPPIs_new.tsv",1
"VEGFB_ROS1","VEGFB","ROS1","OmniPathPPIs_new.tsv",1
"VEGFB_RYK","VEGFB","RYK","OmniPathPPIs_new.tsv",1
"VEGFB_SMO","VEGFB","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFB_TEK","VEGFB","TEK","OmniPathPPIs_new.tsv",1
"VEGFB_TIE1","VEGFB","TIE1","OmniPathPPIs_new.tsv",1
"VEGFB_TYRO3","VEGFB","TYRO3","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",4
"VEGFC_AATK","VEGFC","AATK","OmniPathPPIs_new.tsv",1
"VEGFC_ADORA1","VEGFC","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_ADORA2A","VEGFC","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_ADORA2B","VEGFC","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_AGTR1","VEGFC","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_AGTR2","VEGFC","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_ALK","VEGFC","ALK","OmniPathPPIs_new.tsv",1
"VEGFC_AXL","VEGFC","AXL","OmniPathPPIs_new.tsv",1
"VEGFC_CCBE1","VEGFC","CCBE1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",3
"VEGFC_CSF1R","VEGFC","CSF1R","OmniPathPPIs_new.tsv",1
"VEGFC_CXCR1","VEGFC","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_CXCR2","VEGFC","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_DDR1","VEGFC","DDR1","OmniPathPPIs_new.tsv",1
"VEGFC_DDR2","VEGFC","DDR2","OmniPathPPIs_new.tsv",1
"VEGFC_DRD1","VEGFC","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_DRD2","VEGFC","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_DRD3","VEGFC","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_DRD4","VEGFC","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_DRD5","VEGFC","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_EGFR","VEGFC","EGFR","OmniPathPPIs_new.tsv",1
"VEGFC_EPHA1","VEGFC","EPHA1","OmniPathPPIs_new.tsv",1
"VEGFC_EPHA2","VEGFC","EPHA2","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFC_EPHA3","VEGFC","EPHA3","OmniPathPPIs_new.tsv",1
"VEGFC_EPHA4","VEGFC","EPHA4","OmniPathPPIs_new.tsv",1
"VEGFC_EPHA5","VEGFC","EPHA5","OmniPathPPIs_new.tsv",1
"VEGFC_EPHA6","VEGFC","EPHA6","OmniPathPPIs_new.tsv",1
"VEGFC_EPHA7","VEGFC","EPHA7","OmniPathPPIs_new.tsv",1
"VEGFC_EPHA8","VEGFC","EPHA8","OmniPathPPIs_new.tsv",1
"VEGFC_EPHB1","VEGFC","EPHB1","OmniPathPPIs_new.tsv",1
"VEGFC_EPHB2","VEGFC","EPHB2","OmniPathPPIs_new.tsv",1
"VEGFC_EPHB3","VEGFC","EPHB3","OmniPathPPIs_new.tsv",1
"VEGFC_EPHB4","VEGFC","EPHB4","OmniPathPPIs_new.tsv",1
"VEGFC_ERBB2","VEGFC","ERBB2","OmniPathPPIs_new.tsv",1
"VEGFC_ERBB3","VEGFC","ERBB3","OmniPathPPIs_new.tsv",1
"VEGFC_ERBB4","VEGFC","ERBB4","OmniPathPPIs_new.tsv",1
"VEGFC_FGFR1","VEGFC","FGFR1","OmniPathPPIs_new.tsv",1
"VEGFC_FGFR2","VEGFC","FGFR2","OmniPathPPIs_new.tsv",1
"VEGFC_FGFR3","VEGFC","FGFR3","CellCall-2021_new.xlsx; OmniPathPPIs_new.tsv",2
"VEGFC_FGFR4","VEGFC","FGFR4","OmniPathPPIs_new.tsv",1
"VEGFC_FLT1","VEGFC","FLT1","CellCall-2021_new.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",7
"VEGFC_FLT3","VEGFC","FLT3","OmniPathPPIs_new.tsv",1
"VEGFC_FLT4","VEGFC","FLT4","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2010-Kirouac-LR-pairs_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",22
"VEGFC_FZD1","VEGFC","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD10","VEGFC","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD2","VEGFC","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD3","VEGFC","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD5","VEGFC","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD6","VEGFC","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD7","VEGFC","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD8","VEGFC","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_FZD9","VEGFC","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_GRM1","VEGFC","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_GRM2","VEGFC","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_GRM3","VEGFC","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_GRM4","VEGFC","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_GRM5","VEGFC","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_GRM6","VEGFC","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"VEGFC_GRM7","VEGFC","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
